juego,Action,Casual,Indie,Simulation,Strategy,FreetoPlay,RPG,Sports,Adventure,Racing,EarlyAccess,MassivelyMultiplayer,AnimationModeling,WebPublishing,Education,SoftwareTraining,Utilities,DesignIllustration,AudioProduction,VideoProduction,PhotoEditing
340990,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
346060,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
332260,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
338300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
331750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
339040,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
331450,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
331970,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
318420,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345640,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
319740,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295183,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326380,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348561,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345870,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345750,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350510,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258642,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349540,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349060,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338960,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341500,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
312790,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340470,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
237350,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270450,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
349960,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
327130,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333950,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
329130,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340610,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279940,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
346230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345540,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349780,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343300,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345900,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
336060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323720,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
298630,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
330370,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344270,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328760,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349310,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
342490,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340920,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342450,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340390,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301920,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
321890,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341820,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348790,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341750,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
351420,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350330,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277821,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
345220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346180,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343320,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325610,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350840,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
324020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334480,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273350,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345200,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273840,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
339383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336200,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336810,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284910,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
349950,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335550,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346440,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
347070,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338890,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320760,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
285920,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
346480,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
337902,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
335840,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333090,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
337901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
291470,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
338550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345800,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344790,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343951,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346240,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335920,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340380,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338190,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
343020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341860,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340720,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340050,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341160,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
315810,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
297270,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347030,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332630,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
338200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338201,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346920,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341070,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338202,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324710,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310510,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
346200,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348380,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344340,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340210,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
338800,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348310,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262960,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322030,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341390,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346210,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347690,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340070,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343360,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273750,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
271990,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
346080,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305660,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
284810,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
335660,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336730,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336460,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340440,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
331760,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336710,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
279140,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319018,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319011,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319016,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319015,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319014,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319630,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
333250,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
262190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338260,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343580,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343250,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277755,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334840,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335240,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
343370,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259570,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
341530,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323020,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345470,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342230,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346010,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
214420,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346320,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251490,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343830,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343810,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
346250,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343800,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343820,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341440,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312840,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
239140,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274700,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250420,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
335810,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324342,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
316790,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
346450,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
335770,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341810,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334140,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336020,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345860,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337960,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341470,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
329490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333730,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345280,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
327640,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
339380,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342860,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343950,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342500,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258050,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319017,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336780,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
338060,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277730,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337760,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338882,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297070,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
259660,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
301910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336040,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314830,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258910,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331069,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335090,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
340480,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328670,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
331520,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338050,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340200,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343270,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
337940,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340310,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
317080,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
333390,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
333710,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
320610,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342610,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339470,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341700,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313380,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
333330,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342360,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
342000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318260,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335940,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
332292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
332290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
332291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
338110,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340650,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308440,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322900,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323450,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
334740,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326670,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340400,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304910,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306395,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332500,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
340280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335690,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
335420,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338070,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339500,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338661,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340600,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333660,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340630,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305940,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340880,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337880,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
339000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338480,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339820,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
337410,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
337930,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339330,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
334980,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
303430,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
333380,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297470,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
338830,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277850,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336280,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331300,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339620,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
